player,nationality,position,team,comp_level,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked
Achraf Douiri,NED,"DF,FW",Volendam,Eredivisie,23,1999,3.8,139.0,113.0,25.0,3.0,0.0,0.0,21,17.0,5.0,4.0,1.0,0.0,90.0,1.0,5.0
Anastasios Douvikas,GRE,FW,Utrecht,Eredivisie,23,1999,2.0,45.0,41.0,4.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0
Bram van Driel,NED,MF,Volendam,Eredivisie,18,2005,2.6,50.0,49.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,4.0
Couhaib Driouech,MAR,"FW,MF",Excelsior,Eredivisie,21,2002,21.3,676.0,639.0,35.0,4.0,6.0,13.0,82,29.0,1.0,1.0,0.0,0.0,461.0,2.0,22.0
Joel Drommel,NED,GK,PSV Eindhoven,Eredivisie,26,1996,1.0,36.0,29.0,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0
Ferdy Druijf,NED,"FW,MF",Zwolle,Eredivisie,25,1998,10.5,251.0,246.0,5.0,0.0,2.0,4.0,6,0.0,0.0,0.0,0.0,0.0,162.0,0.0,11.0
Deroy Duarte,CPV,MF,Fortuna Sittard,Eredivisie,24,1999,26.9,889.0,868.0,21.0,14.0,1.0,7.0,2,5.0,0.0,0.0,0.0,0.0,734.0,0.0,9.0
Lance Duijvestijn,NED,"MF,FW",Almere City,Eredivisie,24,1999,5.0,203.0,196.0,6.0,0.0,0.0,4.0,8,3.0,1.0,1.0,0.0,0.0,151.0,1.0,10.0
Lance Duijvestijn,NED,"MF,FW",Excelsior,Eredivisie,24,1999,12.2,402.0,389.0,12.0,1.0,5.0,4.0,7,1.0,0.0,0.0,0.0,0.0,304.0,1.0,17.0
Mike van Duinen,NED,"FW,MF",Excelsior,Eredivisie,31,1991,1.0,14.0,12.0,2.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
Oliver Edvardsen,NOR,"FW,MF",Go Ahead Eag,Eredivisie,24,1999,26.1,710.0,659.0,47.0,9.0,2.0,2.0,68,14.0,21.0,12.0,4.0,0.0,492.0,4.0,39.0
Victor Edvardsen,SWE,FW,Go Ahead Eag,Eredivisie,27,1996,20.3,399.0,365.0,33.0,1.0,2.0,2.0,22,15.0,0.0,0.0,0.0,0.0,250.0,1.0,30.0
Espen van Ee,NED,"MF,FW",Heerenveen,Eredivisie,20,2003,4.6,184.0,173.0,11.0,1.0,0.0,0.0,5,3.0,1.0,1.0,0.0,0.0,156.0,0.0,3.0
Mike Eerdhuijzen,NED,DF,Sparta R'dam,Eredivisie,23,2000,14.7,908.0,832.0,75.0,16.0,0.0,18.0,11,7.0,0.0,0.0,0.0,0.0,777.0,1.0,7.0
Mats Egbring,NED,DF,Vitesse,Eredivisie,16,2006,0.7,38.0,29.0,9.0,0.0,0.0,0.0,1,9.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0
Carel Eiting,NED,MF,Twente,Eredivisie,25,1998,8.8,545.0,471.0,72.0,26.0,4.0,1.0,64,0.0,45.0,24.0,13.0,0.0,389.0,2.0,9.0
Hamza el Dahri,NED,"MF,FW",Sparta R'dam,Eredivisie,18,2005,0.4,14.0,14.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
Mario Engels,GER,"FW,MF",Heracles Almelo,Eredivisie,29,1993,17.8,330.0,240.0,89.0,11.0,0.0,4.0,64,12.0,40.0,9.0,13.0,1.0,231.0,1.0,15.0
Marcelencio Esajas,NED,"MF,FW",Almere City,Eredivisie,21,2002,0.4,12.0,11.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Luca Everink,NED,DF,Go Ahead Eag,Eredivisie,22,2001,3.1,127.0,100.0,27.0,3.0,0.0,0.0,3,24.0,0.0,0.0,0.0,0.0,104.0,0.0,2.0
Kevin Felida,CUW,MF,RKC Waalwijk,Eredivisie,23,1999,8.8,295.0,288.0,7.0,3.0,2.0,2.0,3,0.0,0.0,0.0,0.0,0.0,238.0,0.0,6.0
Arianit Ferati,KVX,"MF,DF",Fortuna Sittard,Eredivisie,25,1997,8.2,351.0,332.0,17.0,8.0,2.0,4.0,11,8.0,1.0,0.0,0.0,0.0,270.0,2.0,8.0
Derensili Fernandes,NED,"FW,MF",Excelsior,Eredivisie,22,2001,14.3,444.0,426.0,17.0,3.0,1.0,4.0,38,8.0,6.0,5.0,0.0,0.0,335.0,1.0,10.0
Rashaan Fernandes,NED,"FW,MF",Go Ahead Eag,Eredivisie,24,1998,0.4,25.0,22.0,3.0,0.0,0.0,0.0,5,2.0,1.0,1.0,0.0,0.0,16.0,0.0,0.0
Kian Fitz-Jim,NED,"MF,FW",Ajax,Eredivisie,20,2003,0.5,25.0,24.0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,20.0,0.0,0.0
Kian Fitz-Jim,NED,MF,Excelsior,Eredivisie,20,2003,4.4,176.0,168.0,7.0,3.0,0.0,0.0,2,0.0,3.0,0.0,1.0,0.0,149.0,1.0,4.0
Ryan Flamingo,NED,"MF,DF",Utrecht,Eredivisie,20,2002,30.7,1587.0,1541.0,43.0,37.0,1.0,19.0,8,1.0,0.0,0.0,0.0,0.0,1242.0,3.0,20.0
Josh Flint,ENG,DF,Volendam,Eredivisie,22,2000,24.8,1203.0,1073.0,125.0,13.0,0.0,3.0,11,102.0,0.0,0.0,0.0,0.0,929.0,5.0,8.0
Sherel Floranus,CUW,DF,Almere City,Eredivisie,24,1998,28.0,1259.0,960.0,296.0,32.0,1.0,5.0,37,264.0,0.0,0.0,0.0,0.0,880.0,3.0,15.0
Fodé Fofana,NED,FW,Vitesse,Eredivisie,20,2002,1.1,13.0,12.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
Sadik Fofana,TOG,DF,Fortuna Sittard,Eredivisie,20,2003,7.0,260.0,236.0,24.0,6.0,0.0,5.0,1,18.0,0.0,0.0,0.0,0.0,182.0,0.0,7.0
Anthony Fontana,USA,"MF,FW",Zwolle,Eredivisie,23,1999,0.5,16.0,16.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0
Carlos Forbs,POR,FW,Ajax,Eredivisie,19,2004,9.2,310.0,299.0,11.0,0.0,2.0,0.0,31,8.0,3.0,0.0,0.0,1.0,225.0,0.0,17.0
Oscar Fraulo,DEN,MF,Utrecht,Eredivisie,19,2003,23.3,935.0,912.0,21.0,14.0,4.0,3.0,23,0.0,1.0,0.0,0.0,0.0,724.0,2.0,33.0
Anton Gaaei,DEN,DF,Ajax,Eredivisie,20,2002,12.9,814.0,714.0,99.0,6.0,1.0,2.0,66,93.0,0.0,0.0,0.0,0.0,617.0,1.0,24.0
Juriën Gaari,CUW,DF,RKC Waalwijk,Eredivisie,29,1993,18.3,903.0,813.0,88.0,28.0,0.0,8.0,18,56.0,0.0,0.0,0.0,0.0,716.0,2.0,17.0
Anselmo García MacNulty,IRL,DF,Zwolle,Eredivisie,20,2003,27.9,1554.0,1323.0,225.0,23.0,1.0,6.0,74,200.0,0.0,0.0,0.0,0.0,1177.0,6.0,37.0
Stijn van Gassel,NED,GK,Excelsior,Eredivisie,26,1996,34.0,1583.0,1225.0,352.0,86.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,935.0,6.0,0.0
Lutsharel Geertruida,NED,DF,Feyenoord,Eredivisie,23,2000,33.8,2345.0,2114.0,229.0,34.0,3.0,2.0,24,195.0,0.0,0.0,0.0,0.0,2100.0,2.0,16.0
Anwar El Ghazi,NED,FW,PSV Eindhoven,Eredivisie,28,1995,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Teun Gijselhart,NED,MF,Zwolle,Eredivisie,18,2005,0.1,5.0,5.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Santiago Giménez,MEX,FW,Feyenoord,Eredivisie,22,2001,26.3,399.0,368.0,26.0,4.0,2.0,1.0,6,5.0,0.0,0.0,0.0,0.0,270.0,5.0,9.0
Marco van Ginkel,NED,"MF,FW",Vitesse,Eredivisie,30,1992,21.8,676.0,662.0,10.0,1.0,4.0,5.0,5,8.0,0.0,0.0,0.0,0.0,460.0,4.0,11.0
Paul Gladon,NED,FW,Fortuna Sittard,Eredivisie,31,1992,1.9,36.0,35.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
Mika Godts,BEL,"FW,MF",Ajax,Eredivisie,18,2005,6.4,252.0,247.0,3.0,1.0,3.0,4.0,17,1.0,1.0,1.0,0.0,0.0,185.0,2.0,10.0
Wouter Goes,NED,DF,AZ Alkmaar,Eredivisie,19,2004,12.6,867.0,847.0,18.0,9.0,1.0,8.0,3,9.0,0.0,0.0,0.0,0.0,756.0,2.0,4.0
Roberto González,ESP,"FW,MF",NEC Nijmegen,Eredivisie,22,2001,15.4,406.0,395.0,11.0,4.0,3.0,0.0,36,1.0,3.0,0.0,3.0,0.0,284.0,0.0,20.0
Tristan Gooijer,NED,"DF,MF",Ajax,Eredivisie,18,2004,6.3,375.0,330.0,43.0,2.0,0.0,0.0,10,41.0,0.0,0.0,0.0,0.0,324.0,2.0,2.0
Jay Gorter,NED,GK,Ajax,Eredivisie,23,2000,7.4,305.0,249.0,55.0,10.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,242.0,1.0,0.0
Kenzo Goudmijn,NED,MF,AZ Alkmaar,Eredivisie,21,2001,2.7,180.0,173.0,7.0,3.0,0.0,0.0,4,2.0,2.0,1.0,1.0,0.0,149.0,0.0,2.0
Kenzo Goudmijn,NED,"MF,FW",Excelsior,Eredivisie,21,2001,17.4,833.0,759.0,70.0,16.0,2.0,8.0,40,19.0,8.0,6.0,2.0,0.0,671.0,4.0,16.0
Iman Griffith,NED,"FW,MF",Fortuna Sittard,Eredivisie,21,2001,2.7,66.0,63.0,3.0,0.0,0.0,0.0,6,0.0,2.0,0.0,0.0,0.0,45.0,0.0,6.0
Axel Guessand,FRA,DF,Volendam,Eredivisie,18,2004,0.5,7.0,6.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Rodrigo Guth,BRA,DF,Fortuna Sittard,Eredivisie,22,2000,31.3,1352.0,1323.0,27.0,25.0,1.0,11.0,11,2.0,0.0,0.0,0.0,0.0,1046.0,2.0,22.0
Jonathan de Guzmán,NED,MF,Sparta R'dam,Eredivisie,35,1987,21.4,1135.0,1062.0,70.0,49.0,0.0,15.0,56,5.0,15.0,7.0,5.0,0.0,842.0,3.0,23.0
Milan de Haan,NED,MF,Volendam,Eredivisie,19,2003,24.1,565.0,547.0,15.0,3.0,0.0,8.0,15,5.0,1.0,1.0,0.0,0.0,403.0,3.0,18.0
Jesse van de Haar,NED,FW,Utrecht,Eredivisie,18,2005,0.1,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Anis Hadj Moussa,ALG,FW,Vitesse,Eredivisie,21,2002,9.4,419.0,346.0,73.0,14.0,1.0,13.0,93,12.0,47.0,45.0,2.0,0.0,271.0,0.0,20.0
Alen Halilović,CRO,"MF,FW",Fortuna Sittard,Eredivisie,27,1996,23.3,989.0,833.0,156.0,53.0,2.0,27.0,120,8.0,70.0,22.0,15.0,2.0,767.0,0.0,12.0
Denzel Hall,NED,DF,Heerenveen,Eredivisie,22,2001,4.6,219.0,179.0,40.0,2.0,0.0,0.0,5,38.0,0.0,0.0,0.0,0.0,182.0,0.0,2.0
Saïd Hamulic,BIH,FW,Vitesse,Eredivisie,22,2000,7.9,105.0,91.0,14.0,0.0,0.0,0.0,8,1.0,0.0,0.0,0.0,0.0,71.0,0.0,3.0
Dávid Hancko,SVK,DF,Feyenoord,Eredivisie,25,1997,33.7,3030.0,2878.0,143.0,51.0,3.0,7.0,35,44.0,0.0,0.0,0.0,0.0,2671.0,9.0,18.0
Tim Handwerker,GER,"FW,DF",Utrecht,Eredivisie,25,1998,0.2,6.0,4.0,2.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Kornelius Hansen,NOR,FW,Almere City,Eredivisie,22,2001,15.4,306.0,294.0,9.0,0.0,2.0,0.0,17,2.0,5.0,0.0,1.0,0.0,191.0,3.0,15.0
Sontje Hansen,NED,FW,NEC Nijmegen,Eredivisie,21,2002,21.2,520.0,509.0,9.0,1.0,4.0,1.0,40,5.0,2.0,0.0,0.0,0.0,365.0,2.0,23.0
Emil Hansson,SWE,"FW,MF",Heracles Almelo,Eredivisie,25,1998,20.9,711.0,680.0,26.0,4.0,1.0,2.0,83,14.0,6.0,3.0,1.0,0.0,524.0,5.0,32.0
Lennard Hartjes,NED,MF,Excelsior,Eredivisie,20,2003,1.0,42.0,42.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0
Quilindschy Hartman,NED,DF,Feyenoord,Eredivisie,21,2001,23.0,1735.0,1532.0,195.0,29.0,13.0,11.0,66,156.0,10.0,7.0,1.0,0.0,1399.0,8.0,36.0
Jorrel Hato,NED,DF,Ajax,Eredivisie,17,2006,32.9,2689.0,2519.0,166.0,60.0,5.0,9.0,9,78.0,0.0,0.0,0.0,0.0,2471.0,4.0,13.0
Pantelis Hatzidiakos,GRE,DF,AZ Alkmaar,Eredivisie,26,1997,2.0,149.0,144.0,5.0,5.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,130.0,0.0,1.0
Mike Hauptmeijer,NED,GK,Zwolle,Eredivisie,26,1997,2.0,99.0,74.0,25.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0
Thom Haye,IDN,MF,Heerenveen,Eredivisie,28,1995,29.0,1977.0,1764.0,208.0,100.0,4.0,31.0,146,9.0,97.0,43.0,38.0,0.0,1592.0,5.0,33.0
Nazjir Held,CUW,DF,Utrecht,Eredivisie,17,2005,0.3,10.0,10.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
Jordan Henderson,ENG,MF,Ajax,Eredivisie,33,1990,8.3,757.0,697.0,59.0,28.0,2.0,2.0,40,5.0,23.0,8.0,8.0,1.0,650.0,1.0,10.0
Ramon Hendriks,NED,DF,Vitesse,Eredivisie,22,2001,29.4,1619.0,1521.0,96.0,41.0,2.0,21.0,6,33.0,0.0,0.0,0.0,0.0,1339.0,2.0,25.0
Tom Hendriks,NED,GK,Fortuna Sittard,Eredivisie,21,2002,1.0,24.0,17.0,7.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
Mees Hilgers,NED,DF,Twente,Eredivisie,22,2001,24.3,1463.0,1393.0,70.0,62.0,0.0,11.0,4,7.0,0.0,0.0,0.0,0.0,1296.0,0.0,6.0
Bart van Hintum,NED,DF,Zwolle,Eredivisie,36,1987,2.0,129.0,98.0,31.0,5.0,0.0,0.0,13,16.0,9.0,5.0,3.0,0.0,91.0,0.0,1.0
Mees Hoedemakers,NED,MF,NEC Nijmegen,Eredivisie,25,1998,21.7,1156.0,1081.0,74.0,46.0,3.0,21.0,46,4.0,24.0,12.0,9.0,0.0,923.0,1.0,20.0
Quincy Hoeve,BOE,"FW,MF",Volendam,Eredivisie,20,2003,3.9,98.0,89.0,8.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,50.0,1.0,2.0
Justin Hoogma,NED,DF,Heracles Almelo,Eredivisie,25,1998,28.7,1617.0,1580.0,35.0,25.0,2.0,17.0,10,7.0,0.0,0.0,0.0,0.0,1348.0,2.0,12.0
Siebe Horemans,BEL,DF,Excelsior,Eredivisie,25,1998,33.6,1741.0,1453.0,281.0,23.0,1.0,12.0,84,258.0,0.0,0.0,0.0,0.0,1280.0,7.0,24.0
Jizz Hornkamp,NED,FW,Heracles Almelo,Eredivisie,25,1998,14.3,283.0,263.0,19.0,1.0,0.0,2.0,4,0.0,0.0,0.0,0.0,0.0,181.0,1.0,5.0
Jeroen Houwen,NED,GK,RKC Waalwijk,Eredivisie,27,1996,3.6,155.0,112.0,43.0,6.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0
Ajdin Hrustic,AUS,"MF,FW",Heracles Almelo,Eredivisie,27,1996,12.9,590.0,519.0,67.0,30.0,2.0,7.0,47,7.0,23.0,9.0,12.0,1.0,465.0,4.0,14.0
Dean Huiberts,NED,"MF,DF",Zwolle,Eredivisie,23,2000,1.3,16.0,16.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
Daan Huisman,NED,FW,Vitesse,Eredivisie,21,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zidane Iqbal,IRQ,"MF,DF",Utrecht,Eredivisie,20,2003,5.7,389.0,379.0,8.0,3.0,0.0,2.0,4,3.0,0.0,0.0,0.0,0.0,336.0,2.0,5.0
Nicolas Isimat-Mirin,FRA,DF,Vitesse,Eredivisie,31,1991,24.2,1328.0,1280.0,44.0,32.0,4.0,10.0,0,3.0,0.0,0.0,0.0,0.0,1087.0,4.0,10.0
Amir Ismaïl,NED,FW,Heerenveen,Eredivisie,18,2004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luka Ivanušec,CRO,FW,Feyenoord,Eredivisie,24,1998,12.9,687.0,616.0,69.0,8.0,7.0,1.0,68,7.0,54.0,30.0,14.0,1.0,545.0,2.0,17.0
Joey Jacobs,NED,DF,Almere City,Eredivisie,23,2000,21.8,900.0,708.0,187.0,15.0,0.0,7.0,17,172.0,0.0,0.0,0.0,0.0,525.0,5.0,14.0
Alireza Jahanbakhsh,IRN,"FW,MF",Feyenoord,Eredivisie,29,1993,5.1,323.0,290.0,31.0,2.0,1.0,2.0,33,27.0,2.0,0.0,2.0,0.0,222.0,2.0,12.0
Dean James,NED,"DF,FW",Go Ahead Eag,Eredivisie,23,2000,1.1,34.0,24.0,9.0,2.0,0.0,0.0,3,7.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0
Victor Jensen,DEN,"MF,FW",Utrecht,Eredivisie,23,2000,16.4,480.0,453.0,25.0,1.0,0.0,3.0,12,5.0,0.0,0.0,0.0,0.0,374.0,2.0,12.0
Divaio Jhaïr-Bobson,NED,"DF,FW",Zwolle,Eredivisie,19,2004,0.6,19.0,18.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0
Darius Johnson,GRN,"FW,MF",Volendam,Eredivisie,23,2000,13.3,272.0,265.0,7.0,0.0,1.0,2.0,25,6.0,0.0,0.0,0.0,0.0,193.0,0.0,11.0
Miliano Jonathans,NED,"MF,FW",Vitesse,Eredivisie,19,2004,1.0,42.0,40.0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0
Luuk de Jong,NED,FW,PSV Eindhoven,Eredivisie,32,1990,30.6,846.0,810.0,36.0,0.0,5.0,0.0,10,5.0,0.0,0.0,0.0,0.0,627.0,0.0,19.0
Mauro Júnior,BRA,"MF,DF",PSV Eindhoven,Eredivisie,24,1999,9.7,685.0,651.0,34.0,8.0,1.0,5.0,20,24.0,2.0,2.0,0.0,0.0,593.0,0.0,11.0
Ibrahim El Kadiri,NED,FW,Volendam,Eredivisie,21,2002,0.9,29.0,27.0,2.0,0.0,0.0,1.0,3,2.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
Jochem van de Kamp,NED,"DF,MF",Almere City,Eredivisie,19,2003,21.1,700.0,646.0,49.0,2.0,4.0,3.0,10,45.0,0.0,0.0,0.0,0.0,495.0,5.0,22.0
Ahmetcan Kaplan,TUR,DF,Ajax,Eredivisie,20,2003,10.5,816.0,799.0,17.0,11.0,0.0,8.0,0,1.0,0.0,0.0,0.0,0.0,726.0,0.0,7.0
Safouane Karim,NED,"MF,FW",Volendam,Eredivisie,19,2004,2.6,84.0,81.0,3.0,0.0,1.0,1.0,2,1.0,1.0,0.0,1.0,0.0,57.0,0.0,4.0
Daniel Karlsbakk,NOR,"FW,MF",Heerenveen,Eredivisie,20,2003,3.3,58.0,50.0,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,1.0
Souffian El Karouani,MAR,DF,Utrecht,Eredivisie,22,2000,27.2,1301.0,1049.0,249.0,24.0,0.0,2.0,120,220.0,5.0,4.0,1.0,0.0,954.0,3.0,34.0
Denso Kasius,NED,DF,AZ Alkmaar,Eredivisie,20,2002,5.0,285.0,241.0,42.0,2.0,1.0,7.0,16,38.0,2.0,0.0,1.0,0.0,223.0,2.0,7.0
Sam Kersten,NED,DF,Zwolle,Eredivisie,25,1998,34.0,1700.0,1625.0,74.0,57.0,0.0,10.0,2,12.0,0.0,0.0,0.0,0.0,1476.0,1.0,12.0
Yann Kitala,,FW,Almere City,Eredivisie,25,1998,5.3,104.0,103.0,1.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,53.0,0.0,3.0
Joshua Kitolano,NOR,MF,Sparta R'dam,Eredivisie,21,2001,23.4,725.0,703.0,21.0,12.0,4.0,1.0,12,7.0,0.0,0.0,0.0,0.0,603.0,1.0,8.0
Mathias Kjølø,NOR,MF,Twente,Eredivisie,22,2001,24.8,1371.0,1342.0,27.0,20.0,6.0,17.0,14,4.0,0.0,0.0,0.0,0.0,1165.0,2.0,19.0
Davy Klaassen,NED,MF,Ajax,Eredivisie,30,1993,0.7,17.0,17.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0
Sean Klaiber,SUR,DF,Utrecht,Eredivisie,29,1994,1.1,92.0,74.0,17.0,3.0,0.0,2.0,4,14.0,0.0,0.0,0.0,0.0,70.0,1.0,4.0
Flip Klomp,NED,MF,Volendam,Eredivisie,21,2001,0.4,9.0,8.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
Mats Köhlert,GER,DF,Heerenveen,Eredivisie,25,1998,32.9,1829.0,1469.0,357.0,31.0,0.0,2.0,171,258.0,68.0,36.0,25.0,0.0,1429.0,3.0,33.0
Luuk Koopmans,NED,GK,Fortuna Sittard,Eredivisie,29,1993,5.0,151.0,100.0,51.0,16.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,1.0
Peer Koopmeiners,NED,MF,Almere City,Eredivisie,23,2000,30.8,1476.0,1275.0,194.0,92.0,4.0,6.0,157,6.0,94.0,29.0,40.0,0.0,944.0,7.0,32.0
Kacper Kozłowski,POL,"MF,FW",Vitesse,Eredivisie,19,2003,22.7,653.0,599.0,51.0,4.0,3.0,9.0,61,11.0,24.0,13.0,9.0,0.0,461.0,3.0,20.0
Joris Kramer,NED,DF,Go Ahead Eag,Eredivisie,26,1996,28.5,1527.0,1397.0,128.0,34.0,1.0,15.0,5,6.0,0.0,0.0,0.0,0.0,1272.0,2.0,16.0
Michiel Kramer,NED,FW,RKC Waalwijk,Eredivisie,34,1988,20.3,386.0,354.0,32.0,0.0,0.0,1.0,3,2.0,0.0,0.0,0.0,0.0,261.0,0.0,8.0
Filip Krastev,BUL,MF,Zwolle,Eredivisie,21,2001,10.0,398.0,384.0,13.0,6.0,0.0,1.0,4,6.0,1.0,0.0,0.0,0.0,321.0,1.0,11.0
Mohammed Kudus,GHA,"FW,MF",Ajax,Eredivisie,22,2000,2.0,70.0,70.0,0.0,0.0,1.0,0.0,8,0.0,0.0,0.0,0.0,0.0,53.0,0.0,5.0
Bas Kuipers,NED,DF,Go Ahead Eag,Eredivisie,28,1994,32.8,1432.0,1062.0,360.0,56.0,4.0,9.0,134,262.0,41.0,13.0,8.0,0.0,1000.0,10.0,27.0
Garang Kuol,AUS,"FW,MF",Volendam,Eredivisie,18,2004,7.6,125.0,120.0,4.0,1.0,0.0,3.0,13,2.0,0.0,0.0,0.0,0.0,75.0,1.0,3.0
Dave Kwakman,NED,MF,AZ Alkmaar,Eredivisie,18,2004,0.8,64.0,62.0,2.0,2.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0
Rajiv van La Parra,NED,"FW,MF",Almere City,Eredivisie,32,1991,20.0,454.0,412.0,41.0,9.0,0.0,0.0,46,16.0,9.0,5.0,3.0,0.0,283.0,1.0,24.0
Zakaria Labyad,MAR,"MF,FW",Utrecht,Eredivisie,30,1993,3.1,98.0,84.0,14.0,4.0,1.0,0.0,16,0.0,10.0,5.0,5.0,0.0,61.0,0.0,3.0
Mayckel Lahdo,SWE,FW,AZ Alkmaar,Eredivisie,20,2002,8.5,296.0,295.0,1.0,0.0,2.0,1.0,13,1.0,0.0,0.0,0.0,0.0,226.0,0.0,15.0
Thomas Lam,FIN,DF,Zwolle,Eredivisie,29,1993,29.4,1730.0,1623.0,104.0,51.0,0.0,7.0,2,3.0,0.0,0.0,0.0,0.0,1518.0,3.0,9.0
Sam Lammers,NED,FW,Utrecht,Eredivisie,26,1997,17.8,426.0,410.0,11.0,0.0,1.0,1.0,12,0.0,0.0,0.0,0.0,0.0,275.0,5.0,14.0
Lazaros Lamprou,GRE,"FW,MF",Excelsior,Eredivisie,25,1997,18.0,494.0,472.0,18.0,7.0,3.0,3.0,49,10.0,1.0,0.0,0.0,0.0,345.0,4.0,14.0
Tygo Land,NED,MF,PSV Eindhoven,Eredivisie,17,2006,0.2,31.0,31.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
Noa Lang,NED,"FW,MF",PSV Eindhoven,Eredivisie,24,1999,6.5,307.0,284.0,21.0,5.0,4.0,1.0,20,13.0,3.0,0.0,0.0,0.0,241.0,2.0,8.0
Tobias Lauritsen,NOR,FW,Sparta R'dam,Eredivisie,25,1997,27.6,658.0,635.0,22.0,0.0,3.0,2.0,8,0.0,1.0,0.0,1.0,0.0,380.0,1.0,20.0
Barry Lauwers,NED,GK,Volendam,Eredivisie,23,1999,1.0,46.0,36.0,10.0,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0
Marko Lazetić,SRB,"FW,DF",Fortuna Sittard,Eredivisie,19,2004,2.0,32.0,28.0,4.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
Luke Le Roux,RSA,MF,Volendam,Eredivisie,23,2000,9.7,328.0,324.0,4.0,2.0,1.0,2.0,3,2.0,0.0,0.0,0.0,0.0,269.0,0.0,3.0
Richy Ledezma,USA,MF,PSV Eindhoven,Eredivisie,22,2000,0.1,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Kelvin Leerdam,SUR,DF,Heracles Almelo,Eredivisie,33,1990,8.7,484.0,455.0,29.0,13.0,0.0,6.0,1,4.0,0.0,0.0,0.0,0.0,418.0,0.0,3.0
Yannick Leliendal,NED,DF,Utrecht,Eredivisie,21,2002,5.5,249.0,200.0,48.0,4.0,1.0,1.0,8,44.0,0.0,0.0,0.0,0.0,193.0,1.0,3.0
